Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1060","Foie gras, préparations","2012","2012","tonnes","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1060","Foie gras, préparations","2013","2013","tonnes","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1060","Foie gras, préparations","2012","2012","1000 US$","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1060","Foie gras, préparations","2013","2013","1000 US$","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1060","Foie gras, préparations","2012","2012","tonnes","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1060","Foie gras, préparations","2013","2013","tonnes","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1060","Foie gras, préparations","2012","2012","1000 US$","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1060","Foie gras, préparations","2013","2013","1000 US$","0","F","Estimation FAO"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1069","Viande, canard","2012","2012","tonnes","1432","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1069","Viande, canard","2013","2013","tonnes","1253","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1069","Viande, canard","2012","2012","1000 US$","5430","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1069","Viande, canard","2013","2013","1000 US$","4789","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1069","Viande, canard","2012","2012","tonnes","27","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1069","Viande, canard","2013","2013","tonnes","46","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1069","Viande, canard","2012","2012","1000 US$","239","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1069","Viande, canard","2013","2013","1000 US$","342","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1080","Viande, dinde","2012","2012","tonnes","5107","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1080","Viande, dinde","2013","2013","tonnes","3866","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1080","Viande, dinde","2012","2012","1000 US$","15456","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1080","Viande, dinde","2013","2013","1000 US$","10756","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1080","Viande, dinde","2012","2012","tonnes","553","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1080","Viande, dinde","2013","2013","tonnes","705","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1080","Viande, dinde","2012","2012","1000 US$","1378","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1080","Viande, dinde","2013","2013","1000 US$","2774","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1061","Viande, poulet en boîte","2012","2012","tonnes","8116","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1061","Viande, poulet en boîte","2013","2013","tonnes","10052","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1061","Viande, poulet en boîte","2012","2012","1000 US$","36555","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1061","Viande, poulet en boîte","2013","2013","1000 US$","48584","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2012","2012","tonnes","5430","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2013","2013","tonnes","15560","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2012","2012","1000 US$","15107","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2013","2013","1000 US$","56007","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1058","Viande, volaille","2012","2012","tonnes","355847","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1058","Viande, volaille","2013","2013","tonnes","355880","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1058","Viande, volaille","2012","2012","1000 US$","700162","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1058","Viande, volaille","2013","2013","1000 US$","789192","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1058","Viande, volaille","2012","2012","tonnes","18266","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1058","Viande, volaille","2013","2013","tonnes","21805","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1058","Viande, volaille","2012","2012","1000 US$","40587","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1058","Viande, volaille","2013","2013","1000 US$","46418","R","Données estimées en utilisant les données des pays partenaires"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","2074","Viande de Volailles","2012","2012","tonnes","374154","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","2074","Viande de Volailles","2013","2013","tonnes","375574","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","2074","Viande de Volailles","2012","2012","1000 US$","757603","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","2074","Viande de Volailles","2013","2013","1000 US$","853321","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","2074","Viande de Volailles","2012","2012","tonnes","26720","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","2074","Viande de Volailles","2013","2013","tonnes","45118","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","2074","Viande de Volailles","2012","2012","1000 US$","57311","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","2074","Viande de Volailles","2013","2013","1000 US$","105541","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1926","Viande Fr Volaille","2012","2012","tonnes","362386","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5610","Importations - Quantité","1926","Viande Fr Volaille","2013","2013","tonnes","360999","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1926","Viande Fr Volaille","2012","2012","1000 US$","721048","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5622","Importations - Valeur","1926","Viande Fr Volaille","2013","2013","1000 US$","804737","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1926","Viande Fr Volaille","2012","2012","tonnes","18846","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5910","Exportations - Quantité","1926","Viande Fr Volaille","2013","2013","tonnes","22556","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1926","Viande Fr Volaille","2012","2012","1000 US$","42204","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","225","Émirats arabes unis","5922","Exportations - Valeur","1926","Viande Fr Volaille","2013","2013","1000 US$","49534","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1069","Viande, canard","2012","2012","tonnes","2","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1069","Viande, canard","2013","2013","tonnes","2","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1069","Viande, canard","2012","2012","1000 US$","8","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1069","Viande, canard","2013","2013","1000 US$","4","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1080","Viande, dinde","2012","2012","tonnes","833","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1080","Viande, dinde","2013","2013","tonnes","675","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1080","Viande, dinde","2012","2012","1000 US$","2667","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1080","Viande, dinde","2013","2013","1000 US$","2135","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1080","Viande, dinde","2012","2012","tonnes","0","F","Estimation FAO"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1080","Viande, dinde","2013","2013","tonnes","0","F","Estimation FAO"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1080","Viande, dinde","2012","2012","1000 US$","0","F","Estimation FAO"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1080","Viande, dinde","2013","2013","1000 US$","0","F","Estimation FAO"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1061","Viande, poulet en boîte","2012","2012","tonnes","398","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1061","Viande, poulet en boîte","2013","2013","tonnes","501","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1061","Viande, poulet en boîte","2012","2012","1000 US$","1840","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1061","Viande, poulet en boîte","2013","2013","1000 US$","2325","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2012","2012","tonnes","39","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2013","2013","tonnes","0","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2012","2012","1000 US$","138","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2013","2013","1000 US$","0","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1058","Viande, volaille","2012","2012","tonnes","24","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1058","Viande, volaille","2013","2013","tonnes","0","*","Chiffre non officiel"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1058","Viande, volaille","2012","2012","1000 US$","18","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1058","Viande, volaille","2013","2013","1000 US$","0","*","Chiffre non officiel"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1058","Viande, volaille","2012","2012","tonnes","101","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1058","Viande, volaille","2013","2013","tonnes","50","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1058","Viande, volaille","2012","2012","1000 US$","70","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1058","Viande, volaille","2013","2013","1000 US$","38","","Donnée officielle"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","2074","Viande de Volailles","2012","2012","tonnes","1436","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","2074","Viande de Volailles","2013","2013","tonnes","1403","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","2074","Viande de Volailles","2012","2012","1000 US$","4533","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","2074","Viande de Volailles","2013","2013","1000 US$","4464","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","2074","Viande de Volailles","2012","2012","tonnes","158","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","2074","Viande de Volailles","2013","2013","tonnes","50","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","2074","Viande de Volailles","2012","2012","1000 US$","208","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","2074","Viande de Volailles","2013","2013","1000 US$","38","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1926","Viande Fr Volaille","2012","2012","tonnes","859","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5610","Importations - Quantité","1926","Viande Fr Volaille","2013","2013","tonnes","677","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1926","Viande Fr Volaille","2012","2012","1000 US$","2693","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5622","Importations - Valeur","1926","Viande Fr Volaille","2013","2013","1000 US$","2139","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1926","Viande Fr Volaille","2012","2012","tonnes","101","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5910","Exportations - Quantité","1926","Viande Fr Volaille","2013","2013","tonnes","50","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1926","Viande Fr Volaille","2012","2012","1000 US$","70","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","58","Équateur","5922","Exportations - Valeur","1926","Viande Fr Volaille","2013","2013","1000 US$","38","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1060","Foie gras, préparations","2012","2012","tonnes","1441","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1060","Foie gras, préparations","2013","2013","tonnes","1810","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1060","Foie gras, préparations","2012","2012","1000 US$","15592","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1060","Foie gras, préparations","2013","2013","1000 US$","18070","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1060","Foie gras, préparations","2012","2012","tonnes","102","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1060","Foie gras, préparations","2013","2013","tonnes","93","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1060","Foie gras, préparations","2012","2012","1000 US$","1745","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1060","Foie gras, préparations","2013","2013","1000 US$","1527","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1069","Viande, canard","2012","2012","tonnes","5446","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1069","Viande, canard","2013","2013","tonnes","5786","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1069","Viande, canard","2012","2012","1000 US$","22653","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1069","Viande, canard","2013","2013","1000 US$","25817","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1069","Viande, canard","2012","2012","tonnes","661","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1069","Viande, canard","2013","2013","tonnes","672","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1069","Viande, canard","2012","2012","1000 US$","3427","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1069","Viande, canard","2013","2013","1000 US$","2986","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1080","Viande, dinde","2012","2012","tonnes","27878","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1080","Viande, dinde","2013","2013","tonnes","24855","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1080","Viande, dinde","2012","2012","1000 US$","83597","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1080","Viande, dinde","2013","2013","1000 US$","82396","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1080","Viande, dinde","2012","2012","tonnes","25151","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1080","Viande, dinde","2013","2013","tonnes","30506","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1080","Viande, dinde","2012","2012","1000 US$","64765","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1080","Viande, dinde","2013","2013","1000 US$","85601","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1073","Viande, oie","2012","2012","tonnes","20","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1073","Viande, oie","2013","2013","tonnes","24","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1073","Viande, oie","2012","2012","1000 US$","151","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1073","Viande, oie","2013","2013","1000 US$","122","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1073","Viande, oie","2012","2012","tonnes","48","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1073","Viande, oie","2013","2013","tonnes","27","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1073","Viande, oie","2012","2012","1000 US$","137","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1073","Viande, oie","2013","2013","1000 US$","71","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1061","Viande, poulet en boîte","2012","2012","tonnes","40664","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1061","Viande, poulet en boîte","2013","2013","tonnes","33231","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1061","Viande, poulet en boîte","2012","2012","1000 US$","159065","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1061","Viande, poulet en boîte","2013","2013","1000 US$","149219","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2012","2012","tonnes","10214","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1061","Viande, poulet en boîte","2013","2013","tonnes","11812","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2012","2012","1000 US$","45766","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1061","Viande, poulet en boîte","2013","2013","1000 US$","48318","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1058","Viande, volaille","2012","2012","tonnes","85711","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1058","Viande, volaille","2013","2013","tonnes","90914","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1058","Viande, volaille","2012","2012","1000 US$","231451","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1058","Viande, volaille","2013","2013","1000 US$","251755","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1058","Viande, volaille","2012","2012","tonnes","89591","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1058","Viande, volaille","2013","2013","tonnes","92553","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1058","Viande, volaille","2012","2012","1000 US$","172393","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1058","Viande, volaille","2013","2013","1000 US$","193930","","Donnée officielle"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","2074","Viande de Volailles","2012","2012","tonnes","179117","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","2074","Viande de Volailles","2013","2013","tonnes","171139","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","2074","Viande de Volailles","2012","2012","1000 US$","512710","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","2074","Viande de Volailles","2013","2013","1000 US$","527580","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","2074","Viande de Volailles","2012","2012","tonnes","130535","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","2074","Viande de Volailles","2013","2013","tonnes","141362","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","2074","Viande de Volailles","2012","2012","1000 US$","289541","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","2074","Viande de Volailles","2013","2013","1000 US$","335026","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1926","Viande Fr Volaille","2012","2012","tonnes","119055","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5610","Importations - Quantité","1926","Viande Fr Volaille","2013","2013","tonnes","121579","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1926","Viande Fr Volaille","2012","2012","1000 US$","337852","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5622","Importations - Valeur","1926","Viande Fr Volaille","2013","2013","1000 US$","360090","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1926","Viande Fr Volaille","2012","2012","tonnes","115451","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5910","Exportations - Quantité","1926","Viande Fr Volaille","2013","2013","tonnes","123758","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1926","Viande Fr Volaille","2012","2012","1000 US$","240722","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","203","Espagne","5922","Exportations - Valeur","1926","Viande Fr Volaille","2013","2013","1000 US$","282588","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","63","Estonie","5610","Importations - Quantité","1060","Foie gras, préparations","2012","2012","tonnes","2","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5610","Importations - Quantité","1060","Foie gras, préparations","2013","2013","tonnes","3","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5622","Importations - Valeur","1060","Foie gras, préparations","2012","2012","1000 US$","24","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5622","Importations - Valeur","1060","Foie gras, préparations","2013","2013","1000 US$","42","","Donnée officielle"
"TP","Cultures et produits animaux","63","Estonie","5910","Exportations - Quantité","1060","Foie gras, préparations","2012","2012","tonnes","0","","Donnée officielle"
